3 | extra cellular matrix | motor protein | nuclear-envelope | carbon skeleton 
958 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
958 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
959 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
959 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
960 | phosphate group | oxygen atom | tertiary protein structure | hydrogen-bond 
960 | phosphate group | oxygen atom | tertiary protein structure | van der waals interaction 
960 | phosphate group | oxygen atom | tertiary protein structure | hydrophobic interaction 
960 | phosphate group | oxygen atom | tertiary protein structure | secondary structure 
961 | phosphate group | phosphorus atom | tertiary protein structure | hydrogen-bond 
961 | phosphate group | phosphorus atom | tertiary protein structure | van der waals interaction 
961 | phosphate group | phosphorus atom | tertiary protein structure | hydrophobic interaction 
961 | phosphate group | phosphorus atom | tertiary protein structure | secondary structure 
962 | phosphate group | oxygen atom | tertiary protein structure | hydrogen-bond 
962 | phosphate group | oxygen atom | tertiary protein structure | van der waals interaction 
962 | phosphate group | oxygen atom | tertiary protein structure | hydrophobic interaction 
962 | phosphate group | oxygen atom | tertiary protein structure | secondary structure 
973 | thylakoid space | aqueous solution | nuclear-envelope | carbon skeleton 
974 | thylakoid space | aqueous solution | nuclear-envelope | carbon skeleton 
977 | nucleus | nucleolus | first electron-shell | atomic nucleus 
978 | nucleus | nucleolus | thylakoid space | aqueous solution 
978 | nucleus | nucleolus | thylakoid space | aqueous solution 
981 | second electron-shell | first electron-shell | chloroplast | stroma 
987 | nucleus | nucleolus | cisternal space | aqueous solution 
999 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
999 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
999 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
999 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
1000 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
1000 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
1000 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
1000 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
1005 | leaf | oxygen molecule | thylakoid space | aqueous solution 
1005 | leaf | oxygen molecule | thylakoid space | aqueous solution 
1006 | carbonyl group | oxygen atom | cisternal space | aqueous solution 
1013 | extra cellular matrix | motor protein | cisternal space | aqueous solution 
1014 | extra cellular matrix | aqueous solution | cisternal space | aqueous solution 
1028 | atomic nucleus | proton | secondary structure | primary structure 
1028 | atomic nucleus | proton | secondary structure | hydrogen-bond 
1029 | tertiary protein structure | hydrogen-bond | tertiary protein structure | hydrogen-bond 
1029 | tertiary protein structure | hydrogen-bond | tertiary protein structure | van der waals interaction 
1029 | tertiary protein structure | hydrogen-bond | tertiary protein structure | hydrophobic interaction 
1029 | tertiary protein structure | hydrogen-bond | tertiary protein structure | secondary structure 
1030 | tertiary protein structure | van der waals interaction | tertiary protein structure | hydrogen-bond 
1030 | tertiary protein structure | van der waals interaction | tertiary protein structure | van der waals interaction 
1030 | tertiary protein structure | van der waals interaction | tertiary protein structure | hydrophobic interaction 
1030 | tertiary protein structure | van der waals interaction | tertiary protein structure | secondary structure 
1031 | tertiary protein structure | hydrophobic interaction | tertiary protein structure | hydrogen-bond 
1031 | tertiary protein structure | hydrophobic interaction | tertiary protein structure | van der waals interaction 
1031 | tertiary protein structure | hydrophobic interaction | tertiary protein structure | hydrophobic interaction 
1031 | tertiary protein structure | hydrophobic interaction | tertiary protein structure | secondary structure 
1032 | tertiary protein structure | secondary structure | tertiary protein structure | hydrogen-bond 
1032 | tertiary protein structure | secondary structure | tertiary protein structure | van der waals interaction 
1032 | tertiary protein structure | secondary structure | tertiary protein structure | hydrophobic interaction 
1032 | tertiary protein structure | secondary structure | tertiary protein structure | secondary structure 
1033 | chloroplast membrane | carbon skeleton | capsule | cell wall 
1034 | chloroplast membrane | carbon skeleton | capsule | cell wall 
1040 | carboxyl group | hydrogen atom | chloroplast | stroma 
1041 | carboxyl group | oxygen atom | chloroplast | stroma 
1042 | carboxyl group | oxygen atom | chloroplast | stroma 
1043 | second electron-shell | first electron-shell | first electron-shell | atomic nucleus 
1049 | stroma | ribosome | cisternal space | aqueous solution 
1050 | stroma | protein enzyme | cisternal space | aqueous solution 
1051 | stroma | protein enzyme | cisternal space | aqueous solution 
1052 | stroma | MRNA | cisternal space | aqueous solution 
1054 | mitochondrial matrix | aqueous solution | first electron-shell | atomic nucleus 
1055 | mitochondrial matrix | protein enzyme | first electron-shell | atomic nucleus 
1056 | mitochondrial matrix | ribosome | first electron-shell | atomic nucleus 
1057 | mitochondrial membrane | carbon skeleton | capsule | cell wall 
1062 | amino group | nitrogen atom | first electron-shell | atomic nucleus 
1063 | amino group | hydrogen atom | first electron-shell | atomic nucleus 
1067 | leaf | oxygen molecule | nuclear-envelope | carbon skeleton 
1068 | membrane | carbon skeleton | nuclear-envelope | carbon skeleton 
1071 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
1071 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
1071 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
1071 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
1072 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
1072 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
1072 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
1072 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
1073 | nucleus | nucleolus | tertiary protein structure | hydrogen-bond 
1073 | nucleus | nucleolus | tertiary protein structure | van der waals interaction 
1073 | nucleus | nucleolus | tertiary protein structure | hydrophobic interaction 
1073 | nucleus | nucleolus | tertiary protein structure | secondary structure 
1093 | hydroxyl group | hydrogen atom | thylakoid space | aqueous solution 
1093 | hydroxyl group | hydrogen atom | thylakoid space | aqueous solution 
1094 | hydroxyl group | oxygen atom | thylakoid space | aqueous solution 
1094 | hydroxyl group | oxygen atom | thylakoid space | aqueous solution 
1095 | leaf | oxygen molecule | tertiary protein structure | hydrogen-bond 
1095 | leaf | oxygen molecule | tertiary protein structure | van der waals interaction 
1095 | leaf | oxygen molecule | tertiary protein structure | hydrophobic interaction 
1095 | leaf | oxygen molecule | tertiary protein structure | secondary structure 
1096 | amino group | nitrogen atom | cisternal space | aqueous solution 
1097 | amino group | hydrogen atom | cisternal space | aqueous solution 
1098 | atomic nucleus | proton | secondary structure | primary structure 
1098 | atomic nucleus | proton | secondary structure | hydrogen-bond 
1105 | peroxisome | protein enzyme | secondary structure | primary structure 
1105 | peroxisome | protein enzyme | secondary structure | hydrogen-bond 
1106 | peroxisome | protein enzyme | secondary structure | primary structure 
1106 | peroxisome | protein enzyme | secondary structure | hydrogen-bond 
1107 | mitochondrial matrix | aqueous solution | secondary structure | primary structure 
1107 | mitochondrial matrix | aqueous solution | secondary structure | hydrogen-bond 
1108 | mitochondrial matrix | protein enzyme | secondary structure | primary structure 
1108 | mitochondrial matrix | protein enzyme | secondary structure | hydrogen-bond 
1109 | mitochondrial matrix | ribosome | secondary structure | primary structure 
1109 | mitochondrial matrix | ribosome | secondary structure | hydrogen-bond 
1120 | secondary structure | primary structure | cisternal space | aqueous solution 
1121 | secondary structure | hydrogen-bond | cisternal space | aqueous solution 
1122 | membrane | carbon skeleton | second electron-shell | first electron-shell 
1141 | amino group | nitrogen atom | membrane | carbon skeleton 
1142 | amino group | hydrogen atom | membrane | carbon skeleton 
1148 | methyl group | hydrogen atom | chloroplast | stroma 
1150 | nucleus | nucleolus | first electron-shell | atomic nucleus 
1151 | chloroplast membrane | carbon skeleton | capsule | cell wall 
1152 | chloroplast membrane | carbon skeleton | capsule | cell wall 
1161 | cisternal space | aqueous solution | tertiary protein structure | hydrogen-bond 
1161 | cisternal space | aqueous solution | tertiary protein structure | van der waals interaction 
1161 | cisternal space | aqueous solution | tertiary protein structure | hydrophobic interaction 
1161 | cisternal space | aqueous solution | tertiary protein structure | secondary structure 
1170 | secondary structure | primary structure | amyloplast | starch 
1171 | secondary structure | hydrogen-bond | amyloplast | starch 
1173 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
1173 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
1173 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
1173 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
