0 | ethyl alcohol | polar covalent bond | pyruvate | kinetic energy 
270 | PGAP | double bond | amino acid | kinetic energy 
271 | PGAP | kinetic energy | amino acid | kinetic energy 
274 | dynein | kinetic energy | PGAP | double bond 
274 | dynein | kinetic energy | PGAP | single bond 
274 | dynein | kinetic energy | PGAP | double bond 
274 | dynein | kinetic energy | PGAP | kinetic energy 
275 | PEP carboxylase | kinetic energy | hydrogen ion gradient | proton-motive force 
276 | PEP carboxylase | disulfide bond | hydrogen ion gradient | proton-motive force 
277 | aquaporin | kinetic energy | carbohydrate side chain | polar covalent bond 
277 | aquaporin | kinetic energy | carbohydrate side chain | double bond 
277 | aquaporin | kinetic energy | carbohydrate side chain | kinetic energy 
278 | beta tubulin | kinetic energy | atom | kinetic energy 
279 | beta tubulin | peptide linkage | atom | kinetic energy 
280 | electron | potential energy | cellulose | double bond 
280 | electron | potential energy | cellulose | polar covalent bond 
280 | electron | potential energy | cellulose | kinetic energy 
281 | NADP Plus | kinetic energy | acidic amino acid | single bond 
282 | carbon dioxide | polar covalent bond | ADP | single bond 
282 | carbon dioxide | polar covalent bond | ADP | kinetic energy 
282 | carbon dioxide | polar covalent bond | ADP | double bond 
283 | carbon dioxide | double bond | ADP | single bond 
283 | carbon dioxide | double bond | ADP | kinetic energy 
283 | carbon dioxide | double bond | ADP | double bond 
284 | pentose | double bond | basic amino acid | single bond 
284 | pentose | double bond | basic amino acid | kinetic energy 
285 | pentose | polar covalent bond | basic amino acid | single bond 
285 | pentose | polar covalent bond | basic amino acid | kinetic energy 
286 | oligosaccharide | double bond | amphipathic molecule | kinetic energy 
287 | oligosaccharide | polar covalent bond | amphipathic molecule | kinetic energy 
288 | oligosaccharide | glycosidic linkage | amphipathic molecule | kinetic energy 
289 | carbohydrate side chain | polar covalent bond | oxidoreductase | covalent bond 
290 | carbohydrate side chain | double bond | oxidoreductase | covalent bond 
291 | carbohydrate side chain | kinetic energy | oxidoreductase | covalent bond 
292 | oligosaccharide | double bond | water molecule | polar covalent bond 
292 | oligosaccharide | double bond | water molecule | polar covalent bond 
293 | oligosaccharide | polar covalent bond | water molecule | polar covalent bond 
293 | oligosaccharide | polar covalent bond | water molecule | polar covalent bond 
294 | oligosaccharide | glycosidic linkage | water molecule | polar covalent bond 
294 | oligosaccharide | glycosidic linkage | water molecule | polar covalent bond 
295 | hydrocarbon molecule | single bond | tubulin | kinetic energy 
296 | hydrocarbon molecule | kinetic energy | tubulin | kinetic energy 
297 | phosphatidylcholine | ester linkage | RNA | phosphodiester bond 
298 | RNA | phosphodiester bond | NADP Plus | kinetic energy 
299 | PGAP | double bond | NADP Plus | kinetic energy 
300 | PGAP | single bond | NADP Plus | kinetic energy 
301 | PGAP | double bond | NADP Plus | kinetic energy 
302 | PGAP | kinetic energy | NADP Plus | kinetic energy 
303 | GTP | kinetic energy | beta tubulin | kinetic energy 
303 | GTP | kinetic energy | beta tubulin | peptide linkage 
304 | GTP | double bond | beta tubulin | kinetic energy 
304 | GTP | double bond | beta tubulin | peptide linkage 
305 | GTP | single bond | beta tubulin | kinetic energy 
305 | GTP | single bond | beta tubulin | peptide linkage 
306 | amino acid | kinetic energy | lysosomal enzyme | kinetic energy 
307 | PEP carboxylase | kinetic energy | methane | single bond 
308 | PEP carboxylase | disulfide bond | methane | single bond 
309 | NADP Plus | kinetic energy | cytochrome | kinetic energy 
310 | unsaturated fatty acid | kinetic energy | NADPH | kinetic energy 
311 | glucose-6-phosphate | double bond | NADP Plus | kinetic energy 
312 | glucose-6-phosphate | single bond | NADP Plus | kinetic energy 
313 | glucose-6-phosphate | polar covalent bond | NADP Plus | kinetic energy 
314 | glucose-6-phosphate | kinetic energy | NADP Plus | kinetic energy 
316 | pentose | double bond | microfibril | kinetic energy 
317 | pentose | polar covalent bond | microfibril | kinetic energy 
318 | monosaccharide | double bond | hydrophobic substance | nonpolar covalent bond 
319 | monosaccharide | polar covalent bond | hydrophobic substance | nonpolar covalent bond 
320 | phosphofructokinase | covalent bond | carboxylic acid | kinetic energy 
321 | phosphofructokinase | kinetic energy | carboxylic acid | kinetic energy 
322 | DNA | phosphodiester bond | steroid | kinetic energy 
323 | pentose | double bond | acetyl CoA | double bond 
323 | pentose | double bond | acetyl CoA | ester linkage 
323 | pentose | double bond | acetyl CoA | kinetic energy 
324 | pentose | polar covalent bond | acetyl CoA | double bond 
324 | pentose | polar covalent bond | acetyl CoA | ester linkage 
324 | pentose | polar covalent bond | acetyl CoA | kinetic energy 
325 | maltose | double bond | water molecule | polar covalent bond 
325 | maltose | double bond | water molecule | polar covalent bond 
326 | maltose | kinetic energy | water molecule | polar covalent bond 
326 | maltose | kinetic energy | water molecule | polar covalent bond 
327 | maltose | polar covalent bond | water molecule | polar covalent bond 
327 | maltose | polar covalent bond | water molecule | polar covalent bond 
328 | plant cell | turgor pressure | NADH | kinetic energy 
329 | hydroxide ion | polar covalent bond | ATP | kinetic energy 
329 | hydroxide ion | polar covalent bond | ATP | double bond 
329 | hydroxide ion | polar covalent bond | ATP | single bond 
330 | cytochrome | kinetic energy | basic amino acid | single bond 
330 | cytochrome | kinetic energy | basic amino acid | kinetic energy 
331 | hydrophilic amino acid | single bond | ice | hydrogen-bond 
332 | sucrose | kinetic energy | gated Channel | kinetic energy 
332 | sucrose | kinetic energy | gated Channel | peptide linkage 
333 | sucrose | polar covalent bond | gated Channel | kinetic energy 
333 | sucrose | polar covalent bond | gated Channel | peptide linkage 
334 | sucrose | double bond | gated Channel | kinetic energy 
334 | sucrose | double bond | gated Channel | peptide linkage 
335 | asparagine | kinetic energy | glucose-6-phosphate | double bond 
335 | asparagine | kinetic energy | glucose-6-phosphate | single bond 
335 | asparagine | kinetic energy | glucose-6-phosphate | polar covalent bond 
335 | asparagine | kinetic energy | glucose-6-phosphate | kinetic energy 
336 | asparagine | single bond | glucose-6-phosphate | double bond 
336 | asparagine | single bond | glucose-6-phosphate | single bond 
336 | asparagine | single bond | glucose-6-phosphate | polar covalent bond 
336 | asparagine | single bond | glucose-6-phosphate | kinetic energy 
337 | carbon dioxide | polar covalent bond | unsaturated fatty acid | kinetic energy 
338 | carbon dioxide | double bond | unsaturated fatty acid | kinetic energy 
339 | integral protein | kinetic energy | polymer | covalent bond 
340 | ATP synthase | kinetic energy | AMP | single bond 
340 | ATP synthase | kinetic energy | AMP | double bond 
340 | ATP synthase | kinetic energy | AMP | kinetic energy 
341 | ATP synthase | peptide linkage | AMP | single bond 
341 | ATP synthase | peptide linkage | AMP | double bond 
341 | ATP synthase | peptide linkage | AMP | kinetic energy 
342 | electron | potential energy | amphipathic molecule | kinetic energy 
344 | alcohol | kinetic energy | methane | single bond 
345 | alcohol | polar covalent bond | methane | single bond 
347 | disaccharide | double bond | lysosomal enzyme | kinetic energy 
348 | disaccharide | polar covalent bond | lysosomal enzyme | kinetic energy 
349 | disaccharide | kinetic energy | lysosomal enzyme | kinetic energy 
350 | disaccharide | glycosidic linkage | lysosomal enzyme | kinetic energy 
351 | molecule | kinetic energy | glycogen | polar covalent bond 
351 | molecule | kinetic energy | glycogen | kinetic energy 
352 | molecule | chemical bond | glycogen | polar covalent bond 
352 | molecule | chemical bond | glycogen | kinetic energy 
353 | NAD plus | covalent bond | amylopectin | double bond 
354 | NAD plus | kinetic energy | amylopectin | double bond 
355 | AMP | single bond | intermediate filament | kinetic energy 
355 | AMP | single bond | intermediate filament | covalent bond 
356 | AMP | double bond | intermediate filament | kinetic energy 
356 | AMP | double bond | intermediate filament | covalent bond 
357 | AMP | kinetic energy | intermediate filament | kinetic energy 
357 | AMP | kinetic energy | intermediate filament | covalent bond 
358 | cytochrome | kinetic energy | glycoprotein | kinetic energy 
359 | chlorophyll B | double bond | coenzyme A | kinetic energy 
360 | chlorophyll B | kinetic energy | coenzyme A | kinetic energy 
361 | chlorophyll B | single bond | coenzyme A | kinetic energy 
362 | hydrophobic amino acid | nonpolar covalent bond | ice | hydrogen-bond 
363 | cellulose | double bond | ketone | kinetic energy 
363 | cellulose | double bond | ketone | double bond 
364 | cellulose | polar covalent bond | ketone | kinetic energy 
364 | cellulose | polar covalent bond | ketone | double bond 
365 | cellulose | kinetic energy | ketone | kinetic energy 
365 | cellulose | kinetic energy | ketone | double bond 
366 | intermediate filament | kinetic energy | steroid | kinetic energy 
367 | intermediate filament | covalent bond | steroid | kinetic energy 
368 | sodium-potassium pump | kinetic energy | carrier protein | kinetic energy 
368 | sodium-potassium pump | kinetic energy | carrier protein | peptide linkage 
369 | sodium-potassium pump | double bond | carrier protein | kinetic energy 
369 | sodium-potassium pump | double bond | carrier protein | peptide linkage 
370 | sodium-potassium pump | single bond | carrier protein | kinetic energy 
370 | sodium-potassium pump | single bond | carrier protein | peptide linkage 
371 | sodium-potassium pump | peptide linkage | carrier protein | kinetic energy 
371 | sodium-potassium pump | peptide linkage | carrier protein | peptide linkage 
372 | gradient | potential energy | sodium-potassium pump | kinetic energy 
372 | gradient | potential energy | sodium-potassium pump | double bond 
372 | gradient | potential energy | sodium-potassium pump | single bond 
372 | gradient | potential energy | sodium-potassium pump | peptide linkage 
373 | hydrophobic substance | nonpolar covalent bond | integral protein | kinetic energy 
376 | storage polysaccharide | kinetic energy | P700 | single bond 
377 | storage polysaccharide | polar covalent bond | P700 | single bond 
378 | storage polysaccharide | double bond | P700 | single bond 
381 | oligosaccharide | double bond | hydrophilic amino acid | single bond 
382 | oligosaccharide | polar covalent bond | hydrophilic amino acid | single bond 
383 | oligosaccharide | glycosidic linkage | hydrophilic amino acid | single bond 
384 | carrier protein | kinetic energy | NADPH | kinetic energy 
385 | carrier protein | peptide linkage | NADPH | kinetic energy 
386 | alanine | kinetic energy | aspartic acid | single bond 
386 | alanine | kinetic energy | aspartic acid | kinetic energy 
387 | alanine | nonpolar covalent bond | aspartic acid | single bond 
387 | alanine | nonpolar covalent bond | aspartic acid | kinetic energy 
388 | fat molecule | ester linkage | carbohydrate | kinetic energy 
388 | fat molecule | ester linkage | carbohydrate | double bond 
388 | fat molecule | ester linkage | carbohydrate | polar covalent bond 
389 | fat molecule | chemical energy | carbohydrate | kinetic energy 
389 | fat molecule | chemical energy | carbohydrate | double bond 
389 | fat molecule | chemical energy | carbohydrate | polar covalent bond 
390 | lactic acid | kinetic energy | tyrosine | nonpolar covalent bond 
390 | lactic acid | kinetic energy | tyrosine | polar covalent bond 
390 | lactic acid | kinetic energy | tyrosine | kinetic energy 
390 | lactic acid | kinetic energy | tyrosine | single bond 
391 | gradient | potential energy | microfilament | kinetic energy 
392 | water | potential energy | phospholipid | kinetic energy 
392 | water | potential energy | phospholipid | ester linkage 
393 | water | hydrogen-bond | phospholipid | kinetic energy 
393 | water | hydrogen-bond | phospholipid | ester linkage 
