0 | glycosidic linkage | polar covalent bond | phosphodiester bond | ester linkage 
437 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
437 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
438 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
438 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
443 | visible light | green light | thylakoid electron transport chain | plastoquinone 
443 | visible light | green light | thylakoid electron transport chain | plastocyanin 
443 | visible light | green light | thylakoid electron transport chain | cytochrome complex 
443 | visible light | green light | thylakoid electron transport chain | ferredoxin 
444 | visible light | photon | thylakoid electron transport chain | plastoquinone 
444 | visible light | photon | thylakoid electron transport chain | plastocyanin 
444 | visible light | photon | thylakoid electron transport chain | cytochrome complex 
444 | visible light | photon | thylakoid electron transport chain | ferredoxin 
445 | cytochrome complex | cytochrome | phosphodiester bond | ester linkage 
445 | cytochrome complex | cytochrome | phosphodiester bond | ester linkage 
446 | cytochrome complex | cytochrome | phosphodiester bond | ester linkage 
446 | cytochrome complex | cytochrome | phosphodiester bond | ester linkage 
447 | protein complex | protein | phosphodiester bond | ester linkage 
447 | protein complex | protein | phosphodiester bond | ester linkage 
455 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
455 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
456 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
456 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
457 | endomembranous system | rough endoplasmic reticulum | amino acid sequence | amino acid 
457 | endomembranous system | rough endoplasmic reticulum | amino acid sequence | amino acid 
458 | endomembranous system | vesicle | amino acid sequence | amino acid 
458 | endomembranous system | vesicle | amino acid sequence | amino acid 
459 | endomembranous system | nuclear-envelope | amino acid sequence | amino acid 
459 | endomembranous system | nuclear-envelope | amino acid sequence | amino acid 
460 | endomembranous system | lysosome | amino acid sequence | amino acid 
460 | endomembranous system | lysosome | amino acid sequence | amino acid 
461 | endomembranous system | Golgi apparatus | amino acid sequence | amino acid 
461 | endomembranous system | Golgi apparatus | amino acid sequence | amino acid 
462 | endomembranous system | smooth endoplasmic reticulum | amino acid sequence | amino acid 
462 | endomembranous system | smooth endoplasmic reticulum | amino acid sequence | amino acid 
463 | endomembranous system | vacuole | amino acid sequence | amino acid 
463 | endomembranous system | vacuole | amino acid sequence | amino acid 
470 | visible light | green light | thylakoid electron transport chain | plastoquinone 
470 | visible light | green light | thylakoid electron transport chain | plastocyanin 
470 | visible light | green light | thylakoid electron transport chain | cytochrome complex 
470 | visible light | green light | thylakoid electron transport chain | ferredoxin 
471 | visible light | photon | thylakoid electron transport chain | plastoquinone 
471 | visible light | photon | thylakoid electron transport chain | plastocyanin 
471 | visible light | photon | thylakoid electron transport chain | cytochrome complex 
471 | visible light | photon | thylakoid electron transport chain | ferredoxin 
472 | photosystem I | light-harvesting complex | photosystem I | light-harvesting complex 
472 | photosystem I | light-harvesting complex | photosystem I | reaction-center complex 
472 | photosystem I | light-harvesting complex | photosystem I | reaction-center complex 
472 | photosystem I | light-harvesting complex | photosystem I | light-harvesting complex 
473 | photosystem I | reaction-center complex | photosystem I | light-harvesting complex 
473 | photosystem I | reaction-center complex | photosystem I | reaction-center complex 
473 | photosystem I | reaction-center complex | photosystem I | reaction-center complex 
473 | photosystem I | reaction-center complex | photosystem I | light-harvesting complex 
474 | photosystem I | reaction-center complex | photosystem I | light-harvesting complex 
474 | photosystem I | reaction-center complex | photosystem I | reaction-center complex 
474 | photosystem I | reaction-center complex | photosystem I | reaction-center complex 
474 | photosystem I | reaction-center complex | photosystem I | light-harvesting complex 
475 | photosystem I | light-harvesting complex | photosystem I | light-harvesting complex 
475 | photosystem I | light-harvesting complex | photosystem I | reaction-center complex 
475 | photosystem I | light-harvesting complex | photosystem I | reaction-center complex 
475 | photosystem I | light-harvesting complex | photosystem I | light-harvesting complex 
480 | visible light | green light | phosphodiester bond | ester linkage 
480 | visible light | green light | phosphodiester bond | ester linkage 
481 | visible light | photon | phosphodiester bond | ester linkage 
481 | visible light | photon | phosphodiester bond | ester linkage 
482 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
482 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
483 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
483 | glycosidic linkage | polar covalent bond | glycosidic linkage | polar covalent bond 
488 | thylakoid electron transport chain | plastoquinone | photosystem II | light-harvesting complex 
488 | thylakoid electron transport chain | plastoquinone | photosystem II | reaction-center complex 
489 | thylakoid electron transport chain | plastocyanin | photosystem II | light-harvesting complex 
489 | thylakoid electron transport chain | plastocyanin | photosystem II | reaction-center complex 
490 | thylakoid electron transport chain | cytochrome complex | photosystem II | light-harvesting complex 
490 | thylakoid electron transport chain | cytochrome complex | photosystem II | reaction-center complex 
491 | thylakoid electron transport chain | ferredoxin | photosystem II | light-harvesting complex 
491 | thylakoid electron transport chain | ferredoxin | photosystem II | reaction-center complex 
498 | protein complex | protein | glycosidic linkage | polar covalent bond 
498 | protein complex | protein | glycosidic linkage | polar covalent bond 
499 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
499 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
500 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
500 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
501 | cytochrome complex | cytochrome | cytochrome complex | cytochrome 
501 | cytochrome complex | cytochrome | cytochrome complex | cytochrome 
502 | cytochrome complex | cytochrome | cytochrome complex | cytochrome 
502 | cytochrome complex | cytochrome | cytochrome complex | cytochrome 
503 | protein complex | protein | thylakoid electron transport chain | plastoquinone 
503 | protein complex | protein | thylakoid electron transport chain | plastocyanin 
503 | protein complex | protein | thylakoid electron transport chain | cytochrome complex 
503 | protein complex | protein | thylakoid electron transport chain | ferredoxin 
504 | light-harvesting complex | protein | photosystem | light-harvesting complex 
504 | light-harvesting complex | protein | photosystem | reaction-center complex 
505 | light-harvesting complex | protein | photosystem | light-harvesting complex 
505 | light-harvesting complex | protein | photosystem | reaction-center complex 
506 | light-harvesting complex | protein | photosystem | light-harvesting complex 
506 | light-harvesting complex | protein | photosystem | reaction-center complex 
507 | light-harvesting complex | chlorophyll B | photosystem | light-harvesting complex 
507 | light-harvesting complex | chlorophyll B | photosystem | reaction-center complex 
508 | light-harvesting complex | chlorophyll A | photosystem | light-harvesting complex 
508 | light-harvesting complex | chlorophyll A | photosystem | reaction-center complex 
509 | light-harvesting complex | carotenoid | photosystem | light-harvesting complex 
509 | light-harvesting complex | carotenoid | photosystem | reaction-center complex 
510 | protein complex | protein | thylakoid electron transport chain | plastoquinone 
510 | protein complex | protein | thylakoid electron transport chain | plastocyanin 
510 | protein complex | protein | thylakoid electron transport chain | cytochrome complex 
510 | protein complex | protein | thylakoid electron transport chain | ferredoxin 
513 | photosystem II | light-harvesting complex | glycosidic linkage | polar covalent bond 
513 | photosystem II | light-harvesting complex | glycosidic linkage | polar covalent bond 
