0 | NADP Plus | carbon skeleton | enzyme | active site 
446 | polypeptide | amino end of a protein | hexose | carbon skeleton 
447 | lysosomal enzyme | active site | GTP | phosphate group 
447 | lysosomal enzyme | active site | GTP | carbon skeleton 
448 | lysosomal enzyme | carbon skeleton | GTP | phosphate group 
448 | lysosomal enzyme | carbon skeleton | GTP | carbon skeleton 
449 | aquaporin | carbon skeleton | hexose | hydroxyl group 
449 | aquaporin | carbon skeleton | hexose | carbonyl group 
449 | aquaporin | carbon skeleton | hexose | carbon skeleton 
450 | aquaporin | hydrophilic Channel | hexose | hydroxyl group 
450 | aquaporin | hydrophilic Channel | hexose | carbonyl group 
450 | aquaporin | hydrophilic Channel | hexose | carbon skeleton 
451 | phospholipid | carbon skeleton | atom | atomic nucleus 
451 | phospholipid | carbon skeleton | atom | electron-shell 
452 | phospholipid | fatty acid tail | atom | atomic nucleus 
452 | phospholipid | fatty acid tail | atom | electron-shell 
453 | phospholipid | fatty acid tail | atom | atomic nucleus 
453 | phospholipid | fatty acid tail | atom | electron-shell 
454 | phospholipid | hydrophilic head | atom | atomic nucleus 
454 | phospholipid | hydrophilic head | atom | electron-shell 
455 | phospholipid | phosphate group | atom | atomic nucleus 
455 | phospholipid | phosphate group | atom | electron-shell 
456 | hydrophilic amino acid | carbon skeleton | organic molecule | carbon skeleton 
457 | hydrophilic amino acid | carboxyl group | organic molecule | carbon skeleton 
458 | hydrophilic amino acid | amino group | organic molecule | carbon skeleton 
459 | hydrophilic amino acid | R-group | organic molecule | carbon skeleton 
462 | rubisco | active site | NADH | carbon skeleton 
463 | rubisco | carbon skeleton | NADH | carbon skeleton 
473 | coenzyme A | carbon skeleton | triose | hydroxyl group 
473 | coenzyme A | carbon skeleton | triose | carbonyl group 
473 | coenzyme A | carbon skeleton | triose | carbon skeleton 
474 | coenzyme A | sulfhydryl group | triose | hydroxyl group 
474 | coenzyme A | sulfhydryl group | triose | carbonyl group 
474 | coenzyme A | sulfhydryl group | triose | carbon skeleton 
475 | oligosaccharide | carbonyl group | hydrocarbon molecule | carbon skeleton 
476 | alanine | carboxyl group | channel protein | hydrophilic Channel 
477 | alanine | amino group | channel protein | hydrophilic Channel 
478 | alanine | carbon skeleton | channel protein | hydrophilic Channel 
479 | amino acid | carbon skeleton | storage polysaccharide | hydroxyl group 
479 | amino acid | carbon skeleton | storage polysaccharide | carbonyl group 
479 | amino acid | carbon skeleton | storage polysaccharide | carbon skeleton 
480 | amino acid | carboxyl group | storage polysaccharide | hydroxyl group 
480 | amino acid | carboxyl group | storage polysaccharide | carbonyl group 
480 | amino acid | carboxyl group | storage polysaccharide | carbon skeleton 
481 | amino acid | amino group | storage polysaccharide | hydroxyl group 
481 | amino acid | amino group | storage polysaccharide | carbonyl group 
481 | amino acid | amino group | storage polysaccharide | carbon skeleton 
482 | amino acid | R-group | storage polysaccharide | hydroxyl group 
482 | amino acid | R-group | storage polysaccharide | carbonyl group 
482 | amino acid | R-group | storage polysaccharide | carbon skeleton 
485 | amylose | hydroxyl group | rough endoplasmic reticulum | cisternal space 
486 | amylose | carbon skeleton | rough endoplasmic reticulum | cisternal space 
487 | amylose | carbonyl group | rough endoplasmic reticulum | cisternal space 
496 | polar amino acid | polar side chain | mitochondrion | mitochondrial matrix 
499 | AMP | carbon skeleton | adenylyl cyclase | active site 
500 | AMP | phosphate group | adenylyl cyclase | active site 
515 | glucose-6-phosphate | carbonyl group | NADP Plus | carbon skeleton 
516 | glucose-6-phosphate | carbon skeleton | NADP Plus | carbon skeleton 
517 | glucose-6-phosphate | phosphate group | NADP Plus | carbon skeleton 
525 | PGAP | carbon skeleton | NADPH | carbon skeleton 
526 | PGAP | phosphate group | NADPH | carbon skeleton 
527 | PGAP | carboxyl group | NADPH | carbon skeleton 
534 | ethyl alcohol | carbon skeleton | FADH2 | carbon skeleton 
535 | ethyl alcohol | hydroxyl group | FADH2 | carbon skeleton 
536 | cholesterol | carbon skeleton | oligosaccharide | carbonyl group 
542 | mitochondrial membrane | intermembrane space | monosaccharide | hydroxyl group 
542 | mitochondrial membrane | intermembrane space | monosaccharide | carbonyl group 
542 | mitochondrial membrane | intermembrane space | monosaccharide | carbon skeleton 
543 | basic amino acid | amino group | ADP | carbon skeleton 
543 | basic amino acid | amino group | ADP | phosphate group 
544 | basic amino acid | carbon skeleton | ADP | carbon skeleton 
544 | basic amino acid | carbon skeleton | ADP | phosphate group 
545 | basic amino acid | carboxyl group | ADP | carbon skeleton 
545 | basic amino acid | carboxyl group | ADP | phosphate group 
546 | basic amino acid | polar side chain | ADP | carbon skeleton 
546 | basic amino acid | polar side chain | ADP | phosphate group 
551 | hydrogen atom | atomic nucleus | organic molecule | carbon skeleton 
552 | hydrogen atom | first electron-shell | organic molecule | carbon skeleton 
553 | motor protein | carbon skeleton | adenylyl cyclase | active site 
560 | allosteric enzyme | carbon skeleton | prokaryote | nucleoid 
561 | allosteric enzyme | active site | prokaryote | nucleoid 
562 | allosteric enzyme | allosteric site | prokaryote | nucleoid 
568 | carbon atom | atomic nucleus | alcohol | carbon skeleton 
568 | carbon atom | atomic nucleus | alcohol | hydroxyl group 
569 | chitin | hydroxyl group | nucleotide | carbon skeleton 
569 | chitin | hydroxyl group | nucleotide | phosphate group 
570 | chitin | carbonyl group | nucleotide | carbon skeleton 
570 | chitin | carbonyl group | nucleotide | phosphate group 
571 | chitin | carbon skeleton | nucleotide | carbon skeleton 
571 | chitin | carbon skeleton | nucleotide | phosphate group 
580 | chlorophyll B | carbon skeleton | amine | amino group 
581 | chlorophyll B | carbonyl group | amine | amino group 
589 | chlorophyll B | carbon skeleton | carbon atom | atomic nucleus 
590 | chlorophyll B | carbonyl group | carbon atom | atomic nucleus 
591 | chloroplast membrane | intermembrane space | NAD plus | carbon skeleton 
594 | plastoquinone | carbon skeleton | AMP | carbon skeleton 
594 | plastoquinone | carbon skeleton | AMP | phosphate group 
595 | carbohydrate side chain | hydroxyl group | smooth endoplasmic reticulum | cisternal space 
596 | carbohydrate side chain | carbon skeleton | smooth endoplasmic reticulum | cisternal space 
597 | carbohydrate side chain | carbonyl group | smooth endoplasmic reticulum | cisternal space 
598 | boron atom | atomic nucleus | oligosaccharide | carbonyl group 
604 | chitin | hydroxyl group | pyruvate | carbon skeleton 
604 | chitin | hydroxyl group | pyruvate | carboxyl group 
604 | chitin | hydroxyl group | pyruvate | carbonyl group 
605 | chitin | carbonyl group | pyruvate | carbon skeleton 
605 | chitin | carbonyl group | pyruvate | carboxyl group 
605 | chitin | carbonyl group | pyruvate | carbonyl group 
606 | chitin | carbon skeleton | pyruvate | carbon skeleton 
606 | chitin | carbon skeleton | pyruvate | carboxyl group 
606 | chitin | carbon skeleton | pyruvate | carbonyl group 
612 | hydrocarbon molecule | carbon skeleton | organic molecule | carbon skeleton 
613 | glycine | carboxyl group | carbon atom | atomic nucleus 
614 | glycine | amino group | carbon atom | atomic nucleus 
615 | glycine | carbon skeleton | carbon atom | atomic nucleus 
622 | pentose | hydroxyl group | sulfur atom | atomic nucleus 
623 | pentose | carbonyl group | sulfur atom | atomic nucleus 
624 | pentose | carbon skeleton | sulfur atom | atomic nucleus 
628 | motor protein | carbon skeleton | alcohol | carbon skeleton 
628 | motor protein | carbon skeleton | alcohol | hydroxyl group 
629 | NADPH | carbon skeleton | amine | amino group 
630 | endoplasmic reticulum | cisternal space | glycogen | carbonyl group 
630 | endoplasmic reticulum | cisternal space | glycogen | hydroxyl group 
630 | endoplasmic reticulum | cisternal space | glycogen | carbon skeleton 
640 | allosteric enzyme | carbon skeleton | polysaccharide | hydroxyl group 
640 | allosteric enzyme | carbon skeleton | polysaccharide | carbonyl group 
640 | allosteric enzyme | carbon skeleton | polysaccharide | carbon skeleton 
641 | allosteric enzyme | active site | polysaccharide | hydroxyl group 
641 | allosteric enzyme | active site | polysaccharide | carbonyl group 
641 | allosteric enzyme | active site | polysaccharide | carbon skeleton 
642 | allosteric enzyme | allosteric site | polysaccharide | hydroxyl group 
642 | allosteric enzyme | allosteric site | polysaccharide | carbonyl group 
642 | allosteric enzyme | allosteric site | polysaccharide | carbon skeleton 
643 | hydrophobic amino acid | carboxyl group | nucleotide | carbon skeleton 
643 | hydrophobic amino acid | carboxyl group | nucleotide | phosphate group 
644 | hydrophobic amino acid | carbon skeleton | nucleotide | carbon skeleton 
644 | hydrophobic amino acid | carbon skeleton | nucleotide | phosphate group 
645 | hydrophobic amino acid | amino group | nucleotide | carbon skeleton 
645 | hydrophobic amino acid | amino group | nucleotide | phosphate group 
651 | intermediate filament | carbon skeleton | ADP | carbon skeleton 
651 | intermediate filament | carbon skeleton | ADP | phosphate group 
653 | pyruvate | carbon skeleton | 3 phosphoglycerate | carbon skeleton 
653 | pyruvate | carbon skeleton | 3 phosphoglycerate | phosphate group 
653 | pyruvate | carbon skeleton | 3 phosphoglycerate | carboxyl group 
654 | pyruvate | carboxyl group | 3 phosphoglycerate | carbon skeleton 
654 | pyruvate | carboxyl group | 3 phosphoglycerate | phosphate group 
654 | pyruvate | carboxyl group | 3 phosphoglycerate | carboxyl group 
655 | pyruvate | carbonyl group | 3 phosphoglycerate | carbon skeleton 
655 | pyruvate | carbonyl group | 3 phosphoglycerate | phosphate group 
655 | pyruvate | carbonyl group | 3 phosphoglycerate | carboxyl group 
663 | amine | amino group | alcohol | carbon skeleton 
663 | amine | amino group | alcohol | hydroxyl group 
666 | MRNA | phosphate group | alcohol | carbon skeleton 
666 | MRNA | phosphate group | alcohol | hydroxyl group 
667 | MRNA | carbon skeleton | alcohol | carbon skeleton 
667 | MRNA | carbon skeleton | alcohol | hydroxyl group 
674 | mitochondrion | mitochondrial matrix | prokaryote | nucleoid 
675 | nucleotide | carbon skeleton | lactic acid | carbon skeleton 
675 | nucleotide | carbon skeleton | lactic acid | carboxyl group 
675 | nucleotide | carbon skeleton | lactic acid | hydroxyl group 
676 | nucleotide | phosphate group | lactic acid | carbon skeleton 
676 | nucleotide | phosphate group | lactic acid | carboxyl group 
676 | nucleotide | phosphate group | lactic acid | hydroxyl group 
677 | beta tubulin | amino end of a protein | lactate | hydroxyl group 
678 | beta tubulin | carbon skeleton | lactate | hydroxyl group 
679 | integral protein | carbon skeleton | adenylyl cyclase | active site 
687 | FADH2 | carbon skeleton | NADP Plus | carbon skeleton 
694 | lipid | carbon skeleton | channel protein | hydrophilic Channel 
699 | hydrophilic amino acid | carbon skeleton | adenylyl cyclase | active site 
700 | hydrophilic amino acid | carboxyl group | adenylyl cyclase | active site 
701 | hydrophilic amino acid | amino group | adenylyl cyclase | active site 
702 | hydrophilic amino acid | R-group | adenylyl cyclase | active site 
706 | pentose | hydroxyl group | channel protein | hydrophilic Channel 
707 | pentose | carbonyl group | channel protein | hydrophilic Channel 
708 | pentose | carbon skeleton | channel protein | hydrophilic Channel 
715 | acetyl CoA | carbon skeleton | microfibril | carbon skeleton 
716 | acetyl CoA | carbonyl group | microfibril | carbon skeleton 
717 | 3 phosphoglycerate | carbon skeleton | smooth endoplasmic reticulum | cisternal space 
718 | 3 phosphoglycerate | phosphate group | smooth endoplasmic reticulum | cisternal space 
719 | 3 phosphoglycerate | carboxyl group | smooth endoplasmic reticulum | cisternal space 
725 | organic molecule | carbon skeleton | storage polysaccharide | hydroxyl group 
725 | organic molecule | carbon skeleton | storage polysaccharide | carbonyl group 
725 | organic molecule | carbon skeleton | storage polysaccharide | carbon skeleton 
726 | lactic acid | carbon skeleton | phospholipid | carbon skeleton 
726 | lactic acid | carbon skeleton | phospholipid | fatty acid tail 
726 | lactic acid | carbon skeleton | phospholipid | fatty acid tail 
726 | lactic acid | carbon skeleton | phospholipid | hydrophilic head 
726 | lactic acid | carbon skeleton | phospholipid | phosphate group 
727 | lactic acid | carboxyl group | phospholipid | carbon skeleton 
727 | lactic acid | carboxyl group | phospholipid | fatty acid tail 
727 | lactic acid | carboxyl group | phospholipid | fatty acid tail 
727 | lactic acid | carboxyl group | phospholipid | hydrophilic head 
727 | lactic acid | carboxyl group | phospholipid | phosphate group 
728 | lactic acid | hydroxyl group | phospholipid | carbon skeleton 
728 | lactic acid | hydroxyl group | phospholipid | fatty acid tail 
728 | lactic acid | hydroxyl group | phospholipid | fatty acid tail 
728 | lactic acid | hydroxyl group | phospholipid | hydrophilic head 
728 | lactic acid | hydroxyl group | phospholipid | phosphate group 
729 | peripheral protein | carbon skeleton | GTP | phosphate group 
729 | peripheral protein | carbon skeleton | GTP | carbon skeleton 
738 | prokaryote | nucleoid | allosteric enzyme | carbon skeleton 
738 | prokaryote | nucleoid | allosteric enzyme | active site 
738 | prokaryote | nucleoid | allosteric enzyme | allosteric site 
740 | hydrocarbon molecule | carbon skeleton | hydrocarbon molecule | carbon skeleton 
