15 | hydrogenated vegetable oil | saturated fat | hydrophobic substance | hydrophobic compound 
1126 | steroid | atom | acidic solution | acid 
1126 | steroid | atom | acidic solution | hydrogen ion 
1126 | steroid | atom | acidic solution | anion 
1142 | glucose | hydrogen atom | walled cell | cell wall 
1143 | glucose | oxygen atom | walled cell | cell wall 
1144 | glucose | oxygen atom | walled cell | cell wall 
1159 | chlorophyll A | magnesium atom | phospholipid bilayer | phospholipid 
1159 | chlorophyll A | magnesium atom | phospholipid bilayer | phospholipid 
1159 | chlorophyll A | magnesium atom | phospholipid bilayer | lipid 
1159 | chlorophyll A | magnesium atom | phospholipid bilayer | lipid 
1159 | chlorophyll A | magnesium atom | phospholipid bilayer | lipid 
1159 | chlorophyll A | magnesium atom | phospholipid bilayer | lipid 
1159 | chlorophyll A | magnesium atom | phospholipid bilayer | phospholipid 
1160 | chlorophyll A | hydrogen atom | phospholipid bilayer | phospholipid 
1160 | chlorophyll A | hydrogen atom | phospholipid bilayer | phospholipid 
1160 | chlorophyll A | hydrogen atom | phospholipid bilayer | lipid 
1160 | chlorophyll A | hydrogen atom | phospholipid bilayer | lipid 
1160 | chlorophyll A | hydrogen atom | phospholipid bilayer | lipid 
1160 | chlorophyll A | hydrogen atom | phospholipid bilayer | lipid 
1160 | chlorophyll A | hydrogen atom | phospholipid bilayer | phospholipid 
1164 | hydroxide ion | oxygen atom | buffer | weak acid 
1164 | hydroxide ion | oxygen atom | buffer | base 
1165 | hydroxide ion | hydrogen atom | buffer | weak acid 
1165 | hydroxide ion | hydrogen atom | buffer | base 
1181 | transport membrane protein | polypeptide | neutral solution | hydroxide ion 
1181 | transport membrane protein | polypeptide | neutral solution | hydrogen ion 
1182 | transport membrane protein | hydrophobic amino acid | neutral solution | hydroxide ion 
1182 | transport membrane protein | hydrophobic amino acid | neutral solution | hydrogen ion 
1183 | transport membrane protein | atom | neutral solution | hydroxide ion 
1183 | transport membrane protein | atom | neutral solution | hydrogen ion 
1184 | transport membrane protein | monomer | neutral solution | hydroxide ion 
1184 | transport membrane protein | monomer | neutral solution | hydrogen ion 
1185 | transport membrane protein | polar amino acid | neutral solution | hydroxide ion 
1185 | transport membrane protein | polar amino acid | neutral solution | hydrogen ion 
1190 | hydrophilic substance | hydrophilic compound | microvillus | microfilament 
1247 | water | water molecule | heme | iron atom 
1248 | water | water molecule | heme | iron atom 
1333 | glycolipid | atom | amylopectin | monomer 
1333 | glycolipid | atom | amylopectin | alpha glucose 
1333 | glycolipid | atom | amylopectin | hydrogen atom 
1333 | glycolipid | atom | amylopectin | oxygen atom 
1333 | glycolipid | atom | amylopectin | oxygen atom 
1334 | glycolipid | carbohydrate side chain | amylopectin | monomer 
1334 | glycolipid | carbohydrate side chain | amylopectin | alpha glucose 
1334 | glycolipid | carbohydrate side chain | amylopectin | hydrogen atom 
1334 | glycolipid | carbohydrate side chain | amylopectin | oxygen atom 
1334 | glycolipid | carbohydrate side chain | amylopectin | oxygen atom 
1338 | plant cell-wall | cellulose | microtubule | tubulin 
1339 | plant cell-wall | microfibril | microtubule | tubulin 
1340 | plant cell-wall | polysaccharide | microtubule | tubulin 
1341 | macrophage | rough endoplasmic reticulum | actin | monomer 
1342 | macrophage | smooth endoplasmic reticulum | actin | monomer 
1343 | macrophage | lysosome | actin | monomer 
1344 | macrophage | peroxisome | actin | monomer 
1345 | macrophage | cytoplasm | actin | monomer 
1346 | macrophage | nucleus | actin | monomer 
1347 | macrophage | centrosome | actin | monomer 
1348 | macrophage | Golgi apparatus | actin | monomer 
1349 | macrophage | mitochondrion | actin | monomer 
1350 | glyoxysome | aqueous solution | basic solution | cation 
1350 | glyoxysome | aqueous solution | basic solution | water 
1350 | glyoxysome | aqueous solution | basic solution | base 
1350 | glyoxysome | aqueous solution | basic solution | hydroxide ion 
1351 | glyoxysome | protein enzyme | basic solution | cation 
1351 | glyoxysome | protein enzyme | basic solution | water 
1351 | glyoxysome | protein enzyme | basic solution | base 
1351 | glyoxysome | protein enzyme | basic solution | hydroxide ion 
1377 | zinc atom | neutron | heme | iron atom 
1378 | zinc atom | valence electron | heme | iron atom 
1379 | helium atom | neutron | ER membrane | carbohydrate 
1379 | helium atom | neutron | ER membrane | phospholipid bilayer 
1379 | helium atom | neutron | ER membrane | glycoprotein 
1379 | helium atom | neutron | ER membrane | saturated fatty acid 
1380 | helium atom | electron | ER membrane | carbohydrate 
1380 | helium atom | electron | ER membrane | phospholipid bilayer 
1380 | helium atom | electron | ER membrane | glycoprotein 
1380 | helium atom | electron | ER membrane | saturated fatty acid 
1393 | smooth endoplasmic reticulum | ER membrane | proline | hydrogen atom 
1393 | smooth endoplasmic reticulum | ER membrane | proline | nitrogen atom 
1394 | smooth endoplasmic reticulum | cisterna | proline | hydrogen atom 
1394 | smooth endoplasmic reticulum | cisterna | proline | nitrogen atom 
1395 | smooth endoplasmic reticulum | aqueous solution | proline | hydrogen atom 
1395 | smooth endoplasmic reticulum | aqueous solution | proline | nitrogen atom 
1396 | smooth endoplasmic reticulum | protein enzyme | proline | hydrogen atom 
1396 | smooth endoplasmic reticulum | protein enzyme | proline | nitrogen atom 
1397 | smooth endoplasmic reticulum | protein enzyme | proline | hydrogen atom 
1397 | smooth endoplasmic reticulum | protein enzyme | proline | nitrogen atom 
1399 | phosphorus atom | neutron | mesophyll | mesophyll cell 
1399 | phosphorus atom | neutron | mesophyll | mesophyll cell 
1399 | phosphorus atom | neutron | mesophyll | mesophyll cell 
1400 | phosphorus atom | valence electron | mesophyll | mesophyll cell 
1400 | phosphorus atom | valence electron | mesophyll | mesophyll cell 
1400 | phosphorus atom | valence electron | mesophyll | mesophyll cell 
1401 | phosphorus atom | valence electron | mesophyll | mesophyll cell 
1401 | phosphorus atom | valence electron | mesophyll | mesophyll cell 
1401 | phosphorus atom | valence electron | mesophyll | mesophyll cell 
1410 | centrosome | centriole | unsaturated fat | unsaturated fatty acid 
1427 | motor protein | monomer | exoskeleton | chitin 
1428 | motor protein | atom | exoskeleton | chitin 
1429 | motor protein | polypeptide | exoskeleton | chitin 
1438 | mitochondrial membrane | phospholipid bilayer | fat molecule | glycerol 
1438 | mitochondrial membrane | phospholipid bilayer | fat molecule | fatty acid 
1439 | mitochondrial membrane | glycoprotein | fat molecule | glycerol 
1439 | mitochondrial membrane | glycoprotein | fat molecule | fatty acid 
1440 | mitochondrial membrane | saturated fatty acid | fat molecule | glycerol 
1440 | mitochondrial membrane | saturated fatty acid | fat molecule | fatty acid 
1447 | sodium ion | proton | mesophyll | mesophyll cell 
1447 | sodium ion | proton | mesophyll | mesophyll cell 
1447 | sodium ion | proton | mesophyll | mesophyll cell 
1448 | sodium ion | electron | mesophyll | mesophyll cell 
1448 | sodium ion | electron | mesophyll | mesophyll cell 
1448 | sodium ion | electron | mesophyll | mesophyll cell 
1449 | sodium ion | neutron | mesophyll | mesophyll cell 
1449 | sodium ion | neutron | mesophyll | mesophyll cell 
1449 | sodium ion | neutron | mesophyll | mesophyll cell 
1468 | muscle cell | smooth endoplasmic reticulum | capsule | aqueous solution 
1469 | muscle cell | Golgi apparatus | capsule | aqueous solution 
1470 | muscle cell | microfilament | capsule | aqueous solution 
1471 | muscle cell | microfilament | capsule | aqueous solution 
1472 | muscle cell | cytoplasm | capsule | aqueous solution 
1473 | muscle cell | rough endoplasmic reticulum | capsule | aqueous solution 
1474 | muscle cell | nucleus | capsule | aqueous solution 
1475 | muscle cell | mitochondrion | capsule | aqueous solution 
1476 | muscle cell | centrosome | capsule | aqueous solution 
1477 | muscle cell | peroxisome | capsule | aqueous solution 
1478 | P680 | magnesium atom | hydrogenated vegetable oil | saturated fat 
1479 | P680 | hydrogen atom | hydrogenated vegetable oil | saturated fat 
1489 | nucleotide | nucleoside | capsule | aqueous solution 
1490 | nucleotide | phosphorus atom | capsule | aqueous solution 
1491 | nucleotide | oxygen atom | capsule | aqueous solution 
1492 | nucleotide | oxygen atom | capsule | aqueous solution 
1494 | phospholipid | fatty acid | muscle | muscle cell 
1494 | phospholipid | fatty acid | muscle | muscle cell 
1495 | phospholipid | glycerol | muscle | muscle cell 
1495 | phospholipid | glycerol | muscle | muscle cell 
1496 | phospholipid | fatty acid | muscle | muscle cell 
1496 | phospholipid | fatty acid | muscle | muscle cell 
1497 | phospholipid | phosphorus atom | muscle | muscle cell 
1497 | phospholipid | phosphorus atom | muscle | muscle cell 
1498 | phospholipid | oxygen atom | muscle | muscle cell 
1498 | phospholipid | oxygen atom | muscle | muscle cell 
1510 | pentose | oxygen atom | acidic solution | water 
1510 | pentose | oxygen atom | acidic solution | acid 
1510 | pentose | oxygen atom | acidic solution | hydrogen ion 
1510 | pentose | oxygen atom | acidic solution | anion 
1511 | pentose | hydrogen atom | acidic solution | water 
1511 | pentose | hydrogen atom | acidic solution | acid 
1511 | pentose | hydrogen atom | acidic solution | hydrogen ion 
1511 | pentose | hydrogen atom | acidic solution | anion 
1512 | pentose | oxygen atom | acidic solution | water 
1512 | pentose | oxygen atom | acidic solution | acid 
1512 | pentose | oxygen atom | acidic solution | hydrogen ion 
1512 | pentose | oxygen atom | acidic solution | anion 
1516 | plastid | aqueous solution | cytoskeleton | intermediate filament 
1516 | plastid | aqueous solution | cytoskeleton | microfilament 
1516 | plastid | aqueous solution | cytoskeleton | microtubule 
1520 | transport membrane protein | polypeptide | thylakoid membrane | plastoquinone 
1520 | transport membrane protein | polypeptide | thylakoid membrane | phospholipid bilayer 
1520 | transport membrane protein | polypeptide | thylakoid membrane | ATP synthase 
1520 | transport membrane protein | polypeptide | thylakoid membrane | thylakoid electron transport chain 
1521 | transport membrane protein | hydrophobic amino acid | thylakoid membrane | plastoquinone 
1521 | transport membrane protein | hydrophobic amino acid | thylakoid membrane | phospholipid bilayer 
1521 | transport membrane protein | hydrophobic amino acid | thylakoid membrane | ATP synthase 
1521 | transport membrane protein | hydrophobic amino acid | thylakoid membrane | thylakoid electron transport chain 
1522 | transport membrane protein | atom | thylakoid membrane | plastoquinone 
1522 | transport membrane protein | atom | thylakoid membrane | phospholipid bilayer 
1522 | transport membrane protein | atom | thylakoid membrane | ATP synthase 
1522 | transport membrane protein | atom | thylakoid membrane | thylakoid electron transport chain 
1523 | transport membrane protein | monomer | thylakoid membrane | plastoquinone 
1523 | transport membrane protein | monomer | thylakoid membrane | phospholipid bilayer 
1523 | transport membrane protein | monomer | thylakoid membrane | ATP synthase 
1523 | transport membrane protein | monomer | thylakoid membrane | thylakoid electron transport chain 
1524 | transport membrane protein | polar amino acid | thylakoid membrane | plastoquinone 
1524 | transport membrane protein | polar amino acid | thylakoid membrane | phospholipid bilayer 
1524 | transport membrane protein | polar amino acid | thylakoid membrane | ATP synthase 
1524 | transport membrane protein | polar amino acid | thylakoid membrane | thylakoid electron transport chain 
1525 | saturated fatty acid | oxygen atom | aqueous solution | water 
1526 | saturated fatty acid | hydrogen atom | aqueous solution | water 
1527 | saturated fatty acid | oxygen atom | aqueous solution | water 
1530 | carboxylic acid | hydrogen atom | amylopectin | monomer 
1530 | carboxylic acid | hydrogen atom | amylopectin | alpha glucose 
1530 | carboxylic acid | hydrogen atom | amylopectin | hydrogen atom 
1530 | carboxylic acid | hydrogen atom | amylopectin | oxygen atom 
1530 | carboxylic acid | hydrogen atom | amylopectin | oxygen atom 
1531 | carboxylic acid | oxygen atom | amylopectin | monomer 
1531 | carboxylic acid | oxygen atom | amylopectin | alpha glucose 
1531 | carboxylic acid | oxygen atom | amylopectin | hydrogen atom 
